id,name,student,task,time,randomness,data
3382,edit-program,3986,8.0,2017-11-23T07:29:44.210487Z,962596787,"{'task_session_id': 292, 'program': 'rssfff'}"
3383,run-program,3971,6.0,2017-11-23T07:29:44.226883Z,687030695,"{'task_session_id': 280, 'program': 'rfllfsssf', 'correct': False}"
3384,watch-instruction,3975,,2017-11-23T07:29:44.295391Z,602151554,{'instruction': 'object.diamond'}
3385,edit-program,3976,14.0,2017-11-23T07:29:44.416114Z,379077143,"{'task_session_id': 268, 'program': 'frf'}"
3386,edit-program,3709,11.0,2017-11-23T07:29:45.375663Z,3104578,"{'task_session_id': 286, 'program': 'R3{s}f'}"
3387,edit-program,3977,31.0,2017-11-23T07:29:45.466257Z,990029934,"{'task_session_id': 247, 'program': 'rf'}"
3388,edit-program,3980,23.0,2017-11-23T07:29:45.530879Z,995669431,"{'task_session_id': 283, 'program': 'rff'}"
3389,edit-program,3986,8.0,2017-11-23T07:29:45.733401Z,439575511,"{'task_session_id': 292, 'program': 'rssffff'}"
3390,start-task,3973,51.0,2017-11-23T07:29:45.998481Z,243832020,{'task_session_id': 297}
3391,edit-program,3976,14.0,2017-11-23T07:29:46.160739Z,55231863,"{'task_session_id': 268, 'program': 'f'}"
3392,watch-instruction,3975,,2017-11-23T07:29:46.413171Z,351598726,{'instruction': 'diamonds-status'}
3393,edit-program,3984,26.0,2017-11-23T07:29:46.848168Z,792634561,"{'task_session_id': 294, 'program': 'fr'}"
3394,edit-program,3980,23.0,2017-11-23T07:29:47.160042Z,28781933,"{'task_session_id': 283, 'program': 'rfff'}"
3395,edit-program,3982,44.0,2017-11-23T07:29:47.206058Z,245603491,"{'task_session_id': 254, 'program': 'lff'}"
3396,start-task,3972,57.0,2017-11-23T07:29:48.306328Z,882225441,{'task_session_id': 298}
3397,edit-program,3984,26.0,2017-11-23T07:29:48.354901Z,801389910,"{'task_session_id': 294, 'program': 'frl'}"
3398,edit-program,3709,11.0,2017-11-23T07:29:48.482385Z,576954042,"{'task_session_id': 286, 'program': 'R3{s}'}"
3399,watch-instruction,3975,,2017-11-23T07:29:48.925348Z,944501946,{'instruction': 'length-limit'}
3400,edit-program,3974,12.0,2017-11-23T07:29:49.221528Z,182618354,"{'task_session_id': 287, 'program': 'ssff'}"
3401,watch-instruction,3972,,2017-11-23T07:29:49.859411Z,1050052403,{'instruction': 'length-limit'}
3402,edit-program,3976,14.0,2017-11-23T07:29:49.913183Z,864078623,"{'task_session_id': 268, 'program': 'fl'}"
3403,edit-program,3709,11.0,2017-11-23T07:29:50.142422Z,996193261,"{'task_session_id': 286, 'program': 'R3{sf}'}"
3404,start-task,3985,2.0,2017-11-23T07:29:50.248637Z,394415955,{'task_session_id': 299}
3405,watch-instruction,3975,,2017-11-23T07:29:50.461644Z,925610655,{'instruction': 'block.repeat'}
3406,edit-program,3973,51.0,2017-11-23T07:29:50.595532Z,670301865,"{'task_session_id': 297, 'program': 'f'}"
3407,run-program,3986,8.0,2017-11-23T07:29:50.950973Z,363427545,"{'task_session_id': 292, 'program': 'rssffff', 'correct': False}"
3408,run-program,3982,44.0,2017-11-23T07:29:51.215348Z,81361977,"{'task_session_id': 254, 'program': 'lff', 'correct': True}"
3409,run-program,3984,26.0,2017-11-23T07:29:51.514350Z,1064058579,"{'task_session_id': 294, 'program': 'frl', 'correct': True}"
3410,edit-program,3983,26.0,2017-11-23T07:29:51.614912Z,811502892,"{'task_session_id': 257, 'program': 'f'}"
3411,edit-program,3976,14.0,2017-11-23T07:29:51.745891Z,628763198,"{'task_session_id': 268, 'program': 'flf'}"
3412,edit-program,3978,44.0,2017-11-23T07:29:51.918687Z,946629734,"{'task_session_id': 295, 'program': 'l'}"
3413,watch-instruction,3972,,2017-11-23T07:29:52.617522Z,54523554,{'instruction': 'block.repeat'}
3414,edit-program,3980,23.0,2017-11-23T07:29:52.794664Z,678699202,"{'task_session_id': 283, 'program': 'rfffl'}"
3415,run-program,3973,51.0,2017-11-23T07:29:52.999179Z,708065105,"{'task_session_id': 297, 'program': 'f', 'correct': True}"
3416,edit-program,3974,12.0,2017-11-23T07:29:53.092494Z,523784081,"{'task_session_id': 287, 'program': 'ssf'}"
3417,edit-program,3976,14.0,2017-11-23T07:29:53.298289Z,452204924,"{'task_session_id': 268, 'program': 'flfl'}"
3418,edit-program,3974,12.0,2017-11-23T07:29:53.574219Z,39786815,"{'task_session_id': 287, 'program': 'sf'}"
3419,edit-program,3980,23.0,2017-11-23T07:29:54.068351Z,638328300,"{'task_session_id': 283, 'program': 'rfffls'}"
3420,start-task,3984,10.0,2017-11-23T07:29:54.232391Z,526064265,{'task_session_id': 300}
3421,edit-program,3974,12.0,2017-11-23T07:29:54.501385Z,511317986,"{'task_session_id': 287, 'program': 's'}"
3422,edit-program,3985,2.0,2017-11-23T07:29:54.555778Z,716476523,"{'task_session_id': 299, 'program': 'l'}"
3423,edit-program,3986,8.0,2017-11-23T07:29:54.765063Z,203116612,"{'task_session_id': 292, 'program': 'rssfff'}"
3424,edit-program,3974,12.0,2017-11-23T07:29:54.946602Z,481977292,"{'task_session_id': 287, 'program': ''}"
3425,run-program,3983,26.0,2017-11-23T07:29:55.392742Z,743447433,"{'task_session_id': 257, 'program': 'f', 'correct': False}"
3426,start-task,3982,49.0,2017-11-23T07:29:55.690956Z,583796906,{'task_session_id': 301}
3427,edit-program,3976,14.0,2017-11-23T07:29:55.796628Z,278319528,"{'task_session_id': 268, 'program': 'flflr'}"
3428,edit-program,3980,23.0,2017-11-23T07:29:56.195683Z,1048201695,"{'task_session_id': 283, 'program': 'rffflsl'}"
3429,edit-program,3975,21.0,2017-11-23T07:29:56.910027Z,1062118443,"{'task_session_id': 296, 'program': 'R2{}'}"
3430,edit-program,3985,2.0,2017-11-23T07:29:57.156837Z,804932245,"{'task_session_id': 299, 'program': 'lr'}"
3431,edit-program,3978,44.0,2017-11-23T07:29:57.222633Z,115729512,"{'task_session_id': 295, 'program': 'lf'}"
3432,watch-instruction,3984,,2017-11-23T07:29:58.295420Z,308852714,{'instruction': 'block.shoot'}
3433,run-program,3709,11.0,2017-11-23T07:29:58.493549Z,437812066,"{'task_session_id': 286, 'program': 'R3{sf}', 'correct': False}"
3434,edit-program,3974,12.0,2017-11-23T07:29:58.802248Z,1021193307,"{'task_session_id': 287, 'program': 'r'}"
3435,edit-program,3978,44.0,2017-11-23T07:29:58.859882Z,818713561,"{'task_session_id': 295, 'program': 'lff'}"
3436,edit-program,3975,21.0,2017-11-23T07:29:59.221495Z,210889065,"{'task_session_id': 296, 'program': 'R2{f}'}"
3437,run-program,3977,31.0,2017-11-23T07:29:59.382127Z,728539328,"{'task_session_id': 247, 'program': 'rf', 'correct': False}"
3438,edit-program,3976,14.0,2017-11-23T07:29:59.425693Z,328844506,"{'task_session_id': 268, 'program': 'flflrf'}"
3439,edit-program,3985,2.0,2017-11-23T07:29:59.698672Z,303285487,"{'task_session_id': 299, 'program': 'lrf'}"
3440,edit-program,3979,23.0,2017-11-23T07:30:00.626445Z,3154609,"{'task_session_id': 284, 'program': 'rs'}"
3441,edit-program,3974,12.0,2017-11-23T07:30:00.779004Z,259860705,"{'task_session_id': 287, 'program': 'rr'}"
3442,run-program,3986,8.0,2017-11-23T07:30:00.796746Z,669921864,"{'task_session_id': 292, 'program': 'rssfff', 'correct': False}"
3443,run-program,3980,23.0,2017-11-23T07:30:01.738455Z,919206392,"{'task_session_id': 283, 'program': 'rffflsl', 'correct': False}"
3444,edit-program,3982,49.0,2017-11-23T07:30:01.820845Z,363402890,"{'task_session_id': 301, 'program': 'r'}"
3445,run-program,3976,14.0,2017-11-23T07:30:01.859789Z,1003512305,"{'task_session_id': 268, 'program': 'flflrf', 'correct': False}"
3446,run-program,3978,44.0,2017-11-23T07:30:02.113781Z,405758125,"{'task_session_id': 295, 'program': 'lff', 'correct': True}"
3447,edit-program,3979,23.0,2017-11-23T07:30:02.795163Z,998949349,"{'task_session_id': 284, 'program': 'r'}"
3448,edit-program,3986,8.0,2017-11-23T07:30:02.947546Z,616407033,"{'task_session_id': 292, 'program': 'rssff'}"
3449,edit-program,3974,12.0,2017-11-23T07:30:03.036854Z,282455472,"{'task_session_id': 287, 'program': 'rrf'}"
3450,run-program,3985,2.0,2017-11-23T07:30:03.234770Z,921167502,"{'task_session_id': 299, 'program': 'lrf', 'correct': True}"
3451,edit-program,3986,8.0,2017-11-23T07:30:03.966148Z,345193630,"{'task_session_id': 292, 'program': 'rssf'}"
3452,edit-program,3977,31.0,2017-11-23T07:30:04.000183Z,300779710,"{'task_session_id': 247, 'program': ''}"
3453,edit-program,3974,12.0,2017-11-23T07:30:04.322208Z,97704246,"{'task_session_id': 287, 'program': 'rrff'}"
3454,start-task,3978,14.0,2017-11-23T07:30:05.475403Z,898024231,{'task_session_id': 302}
3455,edit-program,3975,21.0,2017-11-23T07:30:05.703626Z,867986916,"{'task_session_id': 296, 'program': 'R2{fr}'}"
3456,run-program,3979,23.0,2017-11-23T07:30:06.049148Z,747662818,"{'task_session_id': 284, 'program': 'r', 'correct': False}"
3457,edit-program,3982,49.0,2017-11-23T07:30:06.427352Z,351322140,"{'task_session_id': 301, 'program': 'rr'}"
3458,edit-program,3709,11.0,2017-11-23T07:30:07.050611Z,21634120,"{'task_session_id': 286, 'program': 'R4{sf}'}"
3459,run-program,3974,12.0,2017-11-23T07:30:07.936936Z,549068860,"{'task_session_id': 287, 'program': 'rrff', 'correct': True}"
3460,start-task,3985,10.0,2017-11-23T07:30:08.106893Z,997457569,{'task_session_id': 303}
3461,run-program,3986,8.0,2017-11-23T07:30:08.490765Z,518693040,"{'task_session_id': 292, 'program': 'rssf', 'correct': False}"
3462,edit-program,3971,6.0,2017-11-23T07:30:08.620398Z,488069620,"{'task_session_id': 280, 'program': 'rfll'}"
3463,edit-program,3976,14.0,2017-11-23T07:30:09.736224Z,829379144,"{'task_session_id': 268, 'program': 'fl'}"
3464,edit-program,3975,21.0,2017-11-23T07:30:09.899135Z,318248580,"{'task_session_id': 296, 'program': 'R2{frr}'}"
3465,watch-instruction,3985,,2017-11-23T07:30:12.118409Z,766556960,{'instruction': 'block.shoot'}
3466,edit-program,3982,49.0,2017-11-23T07:30:12.400828Z,85007671,"{'task_session_id': 301, 'program': 'rrf'}"
3467,run-program,3983,26.0,2017-11-23T07:30:12.900510Z,241418038,"{'task_session_id': 257, 'program': 'f', 'correct': False}"
3468,edit-program,3978,14.0,2017-11-23T07:30:13.638508Z,618505118,"{'task_session_id': 302, 'program': 'f'}"
3469,edit-program,3986,8.0,2017-11-23T07:30:13.689310Z,86661932,"{'task_session_id': 292, 'program': 'rssff'}"
3470,edit-program,3979,23.0,2017-11-23T07:30:13.714427Z,290476641,"{'task_session_id': 284, 'program': 'rf'}"
3471,edit-program,3982,49.0,2017-11-23T07:30:13.935528Z,782588663,"{'task_session_id': 301, 'program': 'rr'}"
3472,run-program,3976,14.0,2017-11-23T07:30:14.204265Z,61626497,"{'task_session_id': 268, 'program': 'fl', 'correct': False}"
3473,edit-program,3979,23.0,2017-11-23T07:30:14.895846Z,302320625,"{'task_session_id': 284, 'program': 'rff'}"
3474,edit-program,3985,10.0,2017-11-23T07:30:15.619100Z,745575430,"{'task_session_id': 303, 'program': 's'}"
3475,edit-program,3978,14.0,2017-11-23T07:30:15.702852Z,622532472,"{'task_session_id': 302, 'program': 'fr'}"
3476,edit-program,3982,49.0,2017-11-23T07:30:16.010989Z,567215518,"{'task_session_id': 301, 'program': 'rrf'}"
3477,run-program,3709,11.0,2017-11-23T07:30:16.058182Z,94463524,"{'task_session_id': 286, 'program': 'R4{sf}', 'correct': True}"
3478,edit-program,3979,23.0,2017-11-23T07:30:16.337933Z,747190980,"{'task_session_id': 284, 'program': 'rfff'}"
3479,run-program,3977,31.0,2017-11-23T07:30:16.613155Z,7815555,"{'task_session_id': 247, 'program': '', 'correct': False}"
3480,run-program,3975,21.0,2017-11-23T07:30:17.036998Z,898901870,"{'task_session_id': 296, 'program': 'R2{frr}', 'correct': True}"
3481,edit-program,3971,6.0,2017-11-23T07:30:17.966756Z,521514052,"{'task_session_id': 280, 'program': 'rflls'}"
3482,start-task,3709,41.0,2017-11-23T07:30:30.975273Z,712483874,{'task_session_id': 304}
3483,start-task,3975,13.0,2017-11-23T07:30:30.984232Z,653011738,{'task_session_id': 305}
3485,edit-program,3985,10.0,2017-11-23T07:30:30.996423Z,627812274,"{'task_session_id': 303, 'program': 'sf'}"
3484,run-program,3979,23.0,2017-11-23T07:30:30.998229Z,262974559,"{'task_session_id': 284, 'program': 'rfff', 'correct': False}"
3487,run-program,3982,49.0,2017-11-23T07:30:30.999968Z,351052803,"{'task_session_id': 301, 'program': 'rrf', 'correct': False}"
3486,edit-program,3972,57.0,2017-11-23T07:30:31.001326Z,559462930,"{'task_session_id': 298, 'program': 'R5{ff}l'}"
3488,edit-program,3977,31.0,2017-11-23T07:30:31.009253Z,63824027,"{'task_session_id': 247, 'program': 'ffff'}"
3489,edit-program,3971,6.0,2017-11-23T07:30:31.010808Z,823119903,"{'task_session_id': 280, 'program': 'rfllss'}"
3490,start-task,3974,8.0,2017-11-23T07:30:31.015814Z,292505,{'task_session_id': 306}
3491,run-program,3986,8.0,2017-11-23T07:30:31.016690Z,189010655,"{'task_session_id': 292, 'program': 'rssff', 'correct': True}"
3492,edit-program,3976,14.0,2017-11-23T07:30:31.089243Z,784609211,"{'task_session_id': 268, 'program': 'f'}"
3493,edit-program,3983,26.0,2017-11-23T07:30:31.093916Z,192786394,"{'task_session_id': 257, 'program': 'fr'}"
3494,edit-program,3978,14.0,2017-11-23T07:30:31.124076Z,677883356,"{'task_session_id': 302, 'program': 'frl'}"
3495,run-program,3980,23.0,2017-11-23T07:30:31.189699Z,207242530,"{'task_session_id': 283, 'program': 'rffflsl', 'correct': False}"
3496,start-task,3973,12.0,2017-11-23T07:30:31.203280Z,855889806,{'task_session_id': 307}
3497,edit-program,3985,10.0,2017-11-23T07:30:31.230618Z,46862467,"{'task_session_id': 303, 'program': 'f'}"
3498,edit-program,3985,10.0,2017-11-23T07:30:32.181734Z,123788434,"{'task_session_id': 303, 'program': 'fs'}"
3499,watch-instruction,3973,,2017-11-23T07:30:32.262368Z,430816956,{'instruction': 'object.wormhole'}
3500,edit-program,3982,49.0,2017-11-23T07:30:32.514927Z,79973679,"{'task_session_id': 301, 'program': 'r'}"
3501,run-program,3976,14.0,2017-11-23T07:30:32.966604Z,860557805,"{'task_session_id': 268, 'program': 'f', 'correct': False}"
3502,edit-program,3979,23.0,2017-11-23T07:30:33.660284Z,924405851,"{'task_session_id': 284, 'program': 'rfffls'}"
3503,start-task,3986,6.0,2017-11-23T07:30:33.746167Z,811153643,{'task_session_id': 308}
3504,run-program,3971,6.0,2017-11-23T07:30:34.054693Z,849354461,"{'task_session_id': 280, 'program': 'rfllsssf', 'correct': False}"
3505,edit-program,3982,49.0,2017-11-23T07:30:34.306544Z,341978102,"{'task_session_id': 301, 'program': 'rf'}"
3506,edit-program,3984,10.0,2017-11-23T07:30:34.329857Z,585090532,"{'task_session_id': 300, 'program': 'f'}"
3507,edit-program,3985,10.0,2017-11-23T07:30:34.692874Z,20464765,"{'task_session_id': 303, 'program': 'fsf'}"
3508,edit-program,3977,31.0,2017-11-23T07:30:34.946170Z,1036819403,"{'task_session_id': 247, 'program': 'ff'}"
3509,run-program,3974,8.0,2017-11-23T07:30:35.147801Z,784513685,"{'task_session_id': 306, 'program': 'rfssf', 'correct': True}"
3510,watch-instruction,3973,,2017-11-23T07:30:35.378285Z,881737876,{'instruction': 'block.shoot'}
3511,edit-program,3980,23.0,2017-11-23T07:30:36.239553Z,348858824,"{'task_session_id': 283, 'program': 'rff'}"
3512,edit-program,3977,31.0,2017-11-23T07:30:37.257125Z,697698383,"{'task_session_id': 247, 'program': 'f'}"
3513,edit-program,3972,57.0,2017-11-23T07:30:37.493767Z,276520173,"{'task_session_id': 298, 'program': 'R5{}l'}"
3514,edit-program,3975,13.0,2017-11-23T07:30:37.602947Z,93994943,"{'task_session_id': 305, 'program': 'f'}"
3515,edit-program,3983,26.0,2017-11-23T07:30:37.798095Z,426462813,"{'task_session_id': 257, 'program': 'frl'}"
3516,run-program,3985,10.0,2017-11-23T07:30:37.876565Z,488190310,"{'task_session_id': 303, 'program': 'fsf', 'correct': True}"
3517,start-task,3974,13.0,2017-11-23T07:30:38.029927Z,811094810,{'task_session_id': 309}
3518,edit-program,3972,57.0,2017-11-23T07:30:38.630678Z,107666560,"{'task_session_id': 298, 'program': ''}"
3519,edit-program,3977,31.0,2017-11-23T07:30:38.662537Z,728634736,"{'task_session_id': 247, 'program': ''}"
3520,run-program,3979,23.0,2017-11-23T07:30:38.747638Z,93262386,"{'task_session_id': 284, 'program': 'rfffls', 'correct': False}"
3521,edit-program,3982,49.0,2017-11-23T07:30:38.785200Z,573766801,"{'task_session_id': 301, 'program': 'rff'}"
3522,edit-program,3983,26.0,2017-11-23T07:30:39.218626Z,260632100,"{'task_session_id': 257, 'program': 'frlf'}"
3523,edit-program,3984,10.0,2017-11-23T07:30:39.391313Z,304484109,"{'task_session_id': 300, 'program': 'fs'}"
3524,edit-program,3973,12.0,2017-11-23T07:30:39.662656Z,317971993,"{'task_session_id': 307, 'program': 'f'}"
3525,edit-program,3980,23.0,2017-11-23T07:30:40.138550Z,900691232,"{'task_session_id': 283, 'program': ''}"
3526,start-task,3985,12.0,2017-11-23T07:30:40.842442Z,271995392,{'task_session_id': 310}
3527,edit-program,3986,6.0,2017-11-23T07:30:41.348540Z,2007866,"{'task_session_id': 308, 'program': 'r'}"
3528,edit-program,3976,14.0,2017-11-23T07:30:41.423927Z,533288971,"{'task_session_id': 268, 'program': 'fs'}"
3529,edit-program,3984,10.0,2017-11-23T07:30:41.779873Z,700848023,"{'task_session_id': 300, 'program': 'fsf'}"
3530,edit-program,3977,31.0,2017-11-23T07:30:42.469455Z,56922335,"{'task_session_id': 247, 'program': 'r'}"
3531,edit-program,3972,57.0,2017-11-23T07:30:42.805927Z,473715084,"{'task_session_id': 298, 'program': 'l'}"
3532,watch-instruction,3709,,2017-11-23T07:30:43.381028Z,927840967,{'instruction': 'block.while'}
3533,edit-program,3986,6.0,2017-11-23T07:30:44.101683Z,93842146,"{'task_session_id': 308, 'program': ''}"
3534,edit-program,3976,14.0,2017-11-23T07:30:44.213002Z,771148758,"{'task_session_id': 268, 'program': 'fsf'}"
3535,run-program,3972,57.0,2017-11-23T07:30:44.769811Z,867907979,"{'task_session_id': 298, 'program': 'l', 'correct': False}"
3536,run-program,3984,10.0,2017-11-23T07:30:45.381429Z,540160509,"{'task_session_id': 300, 'program': 'fsf', 'correct': True}"
3537,edit-program,3973,12.0,2017-11-23T07:30:45.897749Z,610781538,"{'task_session_id': 307, 'program': 'fr'}"
3538,edit-program,3977,31.0,2017-11-23T07:30:46.339911Z,1032670460,"{'task_session_id': 247, 'program': 'rr'}"
3539,edit-program,3986,6.0,2017-11-23T07:30:46.540624Z,444511263,"{'task_session_id': 308, 'program': 's'}"
3540,run-program,3976,14.0,2017-11-23T07:30:46.575535Z,860512301,"{'task_session_id': 268, 'program': 'fsf', 'correct': False}"
3541,edit-program,3980,23.0,2017-11-23T07:30:46.896631Z,969882703,"{'task_session_id': 283, 'program': 'l'}"
3542,watch-instruction,3974,,2017-11-23T07:30:47.722656Z,223745381,{'instruction': 'length-limit'}
3543,run-program,3982,49.0,2017-11-23T07:30:47.724541Z,593839791,"{'task_session_id': 301, 'program': 'rff', 'correct': True}"
3544,start-task,3984,23.0,2017-11-23T07:30:48.482566Z,125983880,{'task_session_id': 311}
3545,watch-instruction,3709,,2017-11-23T07:30:48.578646Z,885840996,{'instruction': 'block.color'}
3546,run-program,3977,31.0,2017-11-23T07:30:48.686178Z,286275403,"{'task_session_id': 247, 'program': 'rr', 'correct': False}"
3547,edit-program,3975,13.0,2017-11-23T07:30:48.708162Z,64012909,"{'task_session_id': 305, 'program': 'ff'}"
3548,edit-program,3976,14.0,2017-11-23T07:30:49.109245Z,540121540,"{'task_session_id': 268, 'program': 'f'}"
3549,edit-program,3973,12.0,2017-11-23T07:30:49.311723Z,278634438,"{'task_session_id': 307, 'program': 'frf'}"
3550,run-program,3986,6.0,2017-11-23T07:30:49.606848Z,851788407,"{'task_session_id': 308, 'program': 's', 'correct': False}"
3551,edit-program,3980,23.0,2017-11-23T07:30:49.626867Z,312171524,"{'task_session_id': 283, 'program': 'll'}"
3552,edit-program,3973,12.0,2017-11-23T07:30:50.846720Z,127947788,"{'task_session_id': 307, 'program': 'frff'}"
3553,edit-program,3983,26.0,2017-11-23T07:30:51.040348Z,992647000,"{'task_session_id': 257, 'program': 'frlff'}"
3554,edit-program,3980,23.0,2017-11-23T07:30:51.496870Z,401972813,"{'task_session_id': 283, 'program': 'l'}"
3555,edit-program,3977,31.0,2017-11-23T07:30:51.885798Z,295311086,"{'task_session_id': 247, 'program': 'rrf'}"
3556,start-task,3982,6.0,2017-11-23T07:30:52.927662Z,537248459,{'task_session_id': 312}
3557,edit-program,3973,12.0,2017-11-23T07:30:54.004472Z,917950049,"{'task_session_id': 307, 'program': 'frffs'}"
3558,edit-program,3977,31.0,2017-11-23T07:30:54.070845Z,436190556,"{'task_session_id': 247, 'program': 'rrff'}"
3559,edit-program,3971,6.0,2017-11-23T07:30:55.033203Z,375457115,"{'task_session_id': 280, 'program': ''}"
3560,edit-program,3986,6.0,2017-11-23T07:30:55.111061Z,938324993,"{'task_session_id': 308, 'program': 'sr'}"
3561,edit-program,3979,23.0,2017-11-23T07:30:56.567984Z,169725953,"{'task_session_id': 284, 'program': ''}"
3562,watch-instruction,3974,,2017-11-23T07:30:57.233641Z,157140945,{'instruction': 'block.repeat'}
3563,edit-program,3971,6.0,2017-11-23T07:30:57.260203Z,36272401,"{'task_session_id': 280, 'program': 's'}"
3564,edit-program,3983,26.0,2017-11-23T07:30:57.725423Z,767275360,"{'task_session_id': 257, 'program': 'frlffr'}"
3565,run-program,3973,12.0,2017-11-23T07:30:57.936740Z,538115519,"{'task_session_id': 307, 'program': 'frffs', 'correct': False}"
3566,watch-instruction,3982,,2017-11-23T07:30:58.671732Z,344813069,{'instruction': 'object.diamond'}
3567,run-program,3977,31.0,2017-11-23T07:30:58.672511Z,1066688622,"{'task_session_id': 247, 'program': 'rrff', 'correct': True}"
3568,edit-program,3976,14.0,2017-11-23T07:30:58.731563Z,1028604312,"{'task_session_id': 268, 'program': 'fr'}"
3569,edit-program,3971,6.0,2017-11-23T07:30:58.838919Z,820305415,"{'task_session_id': 280, 'program': 'ss'}"
3570,edit-program,3979,23.0,2017-11-23T07:30:59.854658Z,631723824,"{'task_session_id': 284, 'program': 'l'}"
3571,edit-program,3986,6.0,2017-11-23T07:30:59.945058Z,164829965,"{'task_session_id': 308, 'program': 'srl'}"
3572,edit-program,3983,26.0,2017-11-23T07:31:00.914592Z,628466521,"{'task_session_id': 257, 'program': 'frlffrl'}"
3573,edit-program,3979,23.0,2017-11-23T07:31:01.436504Z,235555217,"{'task_session_id': 284, 'program': 'ls'}"
3574,edit-program,3986,6.0,2017-11-23T07:31:01.953902Z,994815252,"{'task_session_id': 308, 'program': 'srls'}"
3575,edit-program,3975,13.0,2017-11-23T07:31:02.308329Z,850554301,"{'task_session_id': 305, 'program': 'fff'}"
3576,edit-program,3976,14.0,2017-11-23T07:31:02.893131Z,297304696,"{'task_session_id': 268, 'program': 'frl'}"
3577,start-task,3977,25.0,2017-11-23T07:31:03.088755Z,66134783,{'task_session_id': 313}
3578,watch-instruction,3982,,2017-11-23T07:31:03.159068Z,785917247,{'instruction': 'diamonds-status'}
3579,edit-program,3709,41.0,2017-11-23T07:31:04.002596Z,392390094,"{'task_session_id': 304, 'program': 'W{}'}"
3580,run-program,3979,23.0,2017-11-23T07:31:04.123930Z,336389562,"{'task_session_id': 284, 'program': 'ls', 'correct': False}"
3581,edit-program,3971,6.0,2017-11-23T07:31:04.157616Z,443349338,"{'task_session_id': 280, 'program': 's'}"
3582,edit-program,3975,13.0,2017-11-23T07:31:04.483621Z,758676077,"{'task_session_id': 305, 'program': 'ffff'}"
3583,run-program,3983,26.0,2017-11-23T07:31:04.931193Z,109713546,"{'task_session_id': 257, 'program': 'frlffrl', 'correct': False}"
3584,edit-program,3986,6.0,2017-11-23T07:31:05.840100Z,21930415,"{'task_session_id': 308, 'program': 'srlsl'}"
3585,run-program,3976,14.0,2017-11-23T07:31:05.849585Z,667208317,"{'task_session_id': 268, 'program': 'frl', 'correct': True}"
3586,run-program,3978,14.0,2017-11-23T07:31:06.314191Z,640635644,"{'task_session_id': 302, 'program': 'frl', 'correct': True}"
3587,watch-instruction,3985,,2017-11-23T07:31:07.159952Z,594748216,{'instruction': 'object.wormhole'}
3588,edit-program,3984,23.0,2017-11-23T07:31:07.740816Z,748261747,"{'task_session_id': 311, 'program': 'f'}"
3589,edit-program,3971,6.0,2017-11-23T07:31:07.843939Z,82369385,"{'task_session_id': 280, 'program': 'sr'}"
3590,edit-program,3986,6.0,2017-11-23T07:31:08.305428Z,58480696,"{'task_session_id': 308, 'program': 'srlslr'}"
3591,edit-program,3979,23.0,2017-11-23T07:31:08.376272Z,204949475,"{'task_session_id': 284, 'program': 'lsr'}"
3592,edit-program,3974,13.0,2017-11-23T07:31:09.127156Z,592359461,"{'task_session_id': 309, 'program': 'R2{}'}"
3593,watch-instruction,3982,,2017-11-23T07:31:09.173347Z,670056875,{'instruction': 'block.shoot'}
3594,edit-program,3709,41.0,2017-11-23T07:31:09.348386Z,891566642,"{'task_session_id': 304, 'program': 'W{r}'}"
3595,edit-program,3975,13.0,2017-11-23T07:31:09.415045Z,458101346,"{'task_session_id': 305, 'program': 'ffffR2{}'}"
3596,start-task,3978,8.0,2017-11-23T07:31:09.617519Z,1052331368,{'task_session_id': 314}
3597,start-task,3976,49.0,2017-11-23T07:31:09.965291Z,391255826,{'task_session_id': 315}
3598,edit-program,3986,6.0,2017-11-23T07:31:09.971672Z,891858584,"{'task_session_id': 308, 'program': 'srlslrs'}"
3599,edit-program,3979,23.0,2017-11-23T07:31:11.215284Z,805464989,"{'task_session_id': 284, 'program': 'lsrr'}"
3600,edit-program,3980,23.0,2017-11-23T07:31:11.329187Z,103760752,"{'task_session_id': 283, 'program': 'lf'}"
3601,edit-program,3972,57.0,2017-11-23T07:31:11.815863Z,941973596,"{'task_session_id': 298, 'program': ''}"
3602,edit-program,3984,23.0,2017-11-23T07:31:12.026857Z,895186813,"{'task_session_id': 311, 'program': 'fs'}"
3603,edit-program,3986,6.0,2017-11-23T07:31:12.168335Z,704002923,"{'task_session_id': 308, 'program': 'srlslrsf'}"
3604,edit-program,3973,12.0,2017-11-23T07:31:12.228317Z,1019418844,"{'task_session_id': 307, 'program': 'f'}"
3605,edit-program,3980,23.0,2017-11-23T07:31:12.559296Z,602214314,"{'task_session_id': 283, 'program': 'lfr'}"
3606,edit-program,3979,23.0,2017-11-23T07:31:13.091740Z,263641124,"{'task_session_id': 284, 'program': 'lsrrl'}"
3607,edit-program,3974,13.0,2017-11-23T07:31:13.439618Z,167683212,"{'task_session_id': 309, 'program': 'R2{f}'}"
3608,edit-program,3972,57.0,2017-11-23T07:31:13.743034Z,693304201,"{'task_session_id': 298, 'program': 'R2{}'}"
3609,edit-program,3977,25.0,2017-11-23T07:31:14.143314Z,121216064,"{'task_session_id': 313, 'program': 'fff'}"
3610,edit-program,3978,8.0,2017-11-23T07:31:14.399413Z,260938387,"{'task_session_id': 314, 'program': 'r'}"
3611,edit-program,3984,23.0,2017-11-23T07:31:14.473899Z,230128553,"{'task_session_id': 311, 'program': 'fss'}"
