id,name,student,task,time,randomness,data
1,start-task,5,25.0,2017-11-10T10:25:08.495519Z,624099412,{'task_session_id': 1}
2,watch-instruction,5,,2017-11-10T10:25:10.011324Z,966484996,{'instruction': 'env.space-world'}
3,watch-instruction,5,,2017-11-10T10:25:11.426304Z,56990955,{'instruction': 'env.toolbox'}
4,watch-instruction,5,,2017-11-10T10:25:12.552043Z,195430763,{'instruction': 'env.snapping'}
5,watch-instruction,5,,2017-11-10T10:25:13.559298Z,434569504,{'instruction': 'env.controls'}
6,watch-instruction,5,,2017-11-10T10:25:14.776518Z,998461958,{'instruction': 'block.fly'}
7,edit-program,5,25.0,2017-11-10T10:25:16.912569Z,60715035,"{'task_session_id': 1, 'program': 'f'}"
8,edit-program,5,25.0,2017-11-10T10:25:17.968158Z,468825960,"{'task_session_id': 1, 'program': 'ff'}"
9,edit-program,5,25.0,2017-11-10T10:25:19.486259Z,763724753,"{'task_session_id': 1, 'program': 'fff'}"
10,run-program,5,25.0,2017-11-10T10:25:22.623018Z,27950521,"{'task_session_id': 1, 'program': 'fff', 'correct': True}"
11,watch-instruction,5,,2017-11-10T10:25:47.189608Z,990681048,{'instruction': 'env.task-editor'}
12,start-task,29,25.0,2017-11-10T12:19:38.317375Z,516860166,{'task_session_id': 2}
13,watch-instruction,29,,2017-11-10T12:19:39.987159Z,818146794,{'instruction': 'env.space-world'}
14,watch-instruction,29,,2017-11-10T12:19:41.660289Z,322660168,{'instruction': 'env.toolbox'}
15,watch-instruction,29,,2017-11-10T12:19:41.661289Z,491111973,{'instruction': 'env.snapping'}
16,watch-instruction,29,,2017-11-10T12:19:42.189411Z,968041327,{'instruction': 'env.controls'}
17,watch-instruction,29,,2017-11-10T12:19:42.191463Z,397435200,{'instruction': 'block.fly'}
18,edit-program,29,25.0,2017-11-10T12:19:45.022119Z,451334160,"{'task_session_id': 2, 'program': 'f'}"
19,edit-program,29,25.0,2017-11-10T12:19:46.464644Z,934185144,"{'task_session_id': 2, 'program': 'ff'}"
20,edit-program,29,25.0,2017-11-10T12:19:47.813794Z,558082958,"{'task_session_id': 2, 'program': 'fff'}"
21,run-program,29,25.0,2017-11-10T12:19:51.013686Z,14310698,"{'task_session_id': 2, 'program': 'fff', 'correct': True}"
22,start-task,29,51.0,2017-11-10T12:19:55.340211Z,885902530,{'task_session_id': 3}
23,edit-program,29,51.0,2017-11-10T12:19:58.351979Z,966585589,"{'task_session_id': 3, 'program': 'f'}"
24,run-program,29,51.0,2017-11-10T12:20:00.227626Z,88525987,"{'task_session_id': 3, 'program': 'f', 'correct': True}"
25,start-task,29,2.0,2017-11-10T12:20:05.156848Z,923186372,{'task_session_id': 4}
26,watch-instruction,29,,2017-11-10T12:20:09.039036Z,397238528,{'instruction': 'object.asteroid'}
27,watch-instruction,29,,2017-11-10T12:20:13.243878Z,40794885,{'instruction': 'object.meteoroid'}
28,edit-program,29,2.0,2017-11-10T12:20:16.992074Z,616442791,"{'task_session_id': 4, 'program': 'l'}"
29,edit-program,29,2.0,2017-11-10T12:20:18.935442Z,452711215,"{'task_session_id': 4, 'program': 'lf'}"
30,run-program,29,2.0,2017-11-10T12:20:21.495558Z,714956860,"{'task_session_id': 4, 'program': 'lf', 'correct': False}"
31,edit-program,29,2.0,2017-11-10T12:20:26.654715Z,921661857,"{'task_session_id': 4, 'program': 'lrf'}"
32,run-program,29,2.0,2017-11-10T12:20:29.850698Z,816247133,"{'task_session_id': 4, 'program': 'lrf', 'correct': True}"
33,start-task,29,12.0,2017-11-10T12:20:32.159033Z,523745848,{'task_session_id': 5}
34,watch-instruction,29,,2017-11-10T12:20:34.714707Z,256437327,{'instruction': 'object.wormhole'}
35,watch-instruction,29,,2017-11-10T12:20:36.912786Z,982244919,{'instruction': 'block.shoot'}
36,edit-program,29,12.0,2017-11-10T12:20:40.984673Z,265669154,"{'task_session_id': 5, 'program': 'r'}"
37,edit-program,29,12.0,2017-11-10T12:20:43.101797Z,581081358,"{'task_session_id': 5, 'program': 'rr'}"
38,edit-program,29,12.0,2017-11-10T12:20:44.852465Z,149446655,"{'task_session_id': 5, 'program': 'rrf'}"
39,edit-program,29,12.0,2017-11-10T12:20:47.252597Z,899330242,"{'task_session_id': 5, 'program': 'rrff'}"
40,run-program,29,12.0,2017-11-10T12:20:51.254466Z,826165061,"{'task_session_id': 5, 'program': 'rrff', 'correct': True}"
41,start-task,29,10.0,2017-11-10T12:20:54.082944Z,103259704,{'task_session_id': 6}
42,edit-program,29,10.0,2017-11-10T12:20:57.447120Z,948700458,"{'task_session_id': 6, 'program': 's'}"
43,edit-program,29,10.0,2017-11-10T12:20:59.735117Z,439613421,"{'task_session_id': 6, 'program': 'sf'}"
44,edit-program,29,10.0,2017-11-10T12:21:01.399832Z,650086530,"{'task_session_id': 6, 'program': 'sff'}"
45,run-program,29,10.0,2017-11-10T12:21:04.460785Z,85501536,"{'task_session_id': 6, 'program': 'sff', 'correct': True}"
46,start-task,29,14.0,2017-11-10T12:21:06.970707Z,131967918,{'task_session_id': 7}
47,watch-instruction,29,,2017-11-10T12:21:10.756717Z,380812383,{'instruction': 'object.diamond'}
48,watch-instruction,29,,2017-11-10T12:21:15.044225Z,509893454,{'instruction': 'diamonds-status'}
49,edit-program,29,14.0,2017-11-10T12:21:18.478178Z,322269973,"{'task_session_id': 7, 'program': 'f'}"
50,edit-program,29,14.0,2017-11-10T12:21:20.005551Z,1067124814,"{'task_session_id': 7, 'program': 'fr'}"
51,edit-program,29,14.0,2017-11-10T12:21:22.077054Z,381122972,"{'task_session_id': 7, 'program': 'frl'}"
52,run-program,29,14.0,2017-11-10T12:21:25.765416Z,800649974,"{'task_session_id': 7, 'program': 'frl', 'correct': True}"
53,start-task,29,11.0,2017-11-10T12:21:33.065453Z,298480907,{'task_session_id': 8}
54,watch-instruction,29,,2017-11-10T12:21:36.843273Z,1039703380,{'instruction': 'energy-status'}
55,watch-instruction,29,,2017-11-10T12:21:40.366249Z,222828153,{'instruction': 'length-limit'}
56,watch-instruction,29,,2017-11-10T12:21:43.513041Z,1047974188,{'instruction': 'block.repeat'}
57,edit-program,29,11.0,2017-11-10T12:21:46.614689Z,182684210,"{'task_session_id': 8, 'program': 'R2{}'}"
58,edit-program,29,11.0,2017-11-10T12:21:48.557801Z,1020445864,"{'task_session_id': 8, 'program': 'R4{}'}"
59,edit-program,29,11.0,2017-11-10T12:21:51.492860Z,1009902915,"{'task_session_id': 8, 'program': 'R4{f}'}"
60,edit-program,29,11.0,2017-11-10T12:21:54.632165Z,339785098,"{'task_session_id': 8, 'program': 'R4{fs}'}"
61,run-program,29,11.0,2017-11-10T12:22:00.962568Z,739928934,"{'task_session_id': 8, 'program': 'R4{fs}', 'correct': True}"
62,start-task,29,1.0,2017-11-10T12:22:14.771498Z,176479968,{'task_session_id': 9}
63,edit-program,29,1.0,2017-11-10T12:22:20.888895Z,154411074,"{'task_session_id': 9, 'program': 'R2{}'}"
64,edit-program,29,1.0,2017-11-10T12:22:22.931653Z,286624630,"{'task_session_id': 9, 'program': 'R4{}'}"
65,edit-program,29,1.0,2017-11-10T12:22:24.795336Z,436508881,"{'task_session_id': 9, 'program': 'R4{s}'}"
66,edit-program,29,1.0,2017-11-10T12:22:26.979545Z,299809364,"{'task_session_id': 9, 'program': 'R4{sr}'}"
67,edit-program,29,1.0,2017-11-10T12:22:31.668043Z,953601728,"{'task_session_id': 9, 'program': 'R4{sr}f'}"
68,run-program,29,1.0,2017-11-10T12:22:38.497929Z,731847884,"{'task_session_id': 9, 'program': 'R4{sr}f', 'correct': True}"
69,start-task,29,3.0,2017-11-10T12:22:42.458681Z,440319168,{'task_session_id': 10}
70,watch-instruction,29,,2017-11-10T12:22:45.593217Z,147524025,{'instruction': 'block.while'}
71,watch-instruction,29,,2017-11-10T12:22:47.216834Z,1017557826,{'instruction': 'block.color'}
72,edit-program,29,3.0,2017-11-10T12:22:49.757279Z,16786317,"{'task_session_id': 10, 'program': 'W{}'}"
73,edit-program,29,3.0,2017-11-10T12:22:51.683855Z,677017337,"{'task_session_id': 10, 'program': 'W!b{}'}"
74,edit-program,29,3.0,2017-11-10T12:22:54.413348Z,945203310,"{'task_session_id': 10, 'program': 'W!b{l}'}"
75,edit-program,29,3.0,2017-11-10T12:22:56.259868Z,118151276,"{'task_session_id': 10, 'program': 'W!b{lr}'}"
76,run-program,29,3.0,2017-11-10T12:23:02.701442Z,843658476,"{'task_session_id': 10, 'program': 'W!b{lr}', 'correct': True}"
77,start-task,29,49.0,2017-11-10T12:23:06.412228Z,384037842,{'task_session_id': 11}
78,edit-program,29,49.0,2017-11-10T12:23:11.583484Z,668543323,"{'task_session_id': 11, 'program': 'f'}"
79,edit-program,29,49.0,2017-11-10T12:23:14.651826Z,21547874,"{'task_session_id': 11, 'program': 'rf'}"
80,edit-program,29,49.0,2017-11-10T12:23:17.969727Z,922255161,"{'task_session_id': 11, 'program': 'rff'}"
81,run-program,29,49.0,2017-11-10T12:23:20.993869Z,901549141,"{'task_session_id': 11, 'program': 'rff', 'correct': True}"
82,start-task,29,17.0,2017-11-10T12:23:23.130229Z,106562324,{'task_session_id': 12}
83,edit-program,29,17.0,2017-11-10T12:23:29.760247Z,1069127681,"{'task_session_id': 12, 'program': 'W{}'}"
84,edit-program,29,17.0,2017-11-10T12:23:32.048579Z,587178145,"{'task_session_id': 12, 'program': 'W!b{}'}"
85,edit-program,29,17.0,2017-11-10T12:23:35.646929Z,484109639,"{'task_session_id': 12, 'program': 'W!k{}'}"
86,edit-program,29,17.0,2017-11-10T12:23:38.672556Z,982308007,"{'task_session_id': 12, 'program': 'W!k{l}'}"
87,edit-program,29,17.0,2017-11-10T12:23:42.237859Z,43337633,"{'task_session_id': 12, 'program': 'W!k{l}W{}'}"
88,edit-program,29,17.0,2017-11-10T12:23:45.196648Z,240540762,"{'task_session_id': 12, 'program': 'W!k{l}W!b{}'}"
89,edit-program,29,17.0,2017-11-10T12:23:47.834861Z,432939422,"{'task_session_id': 12, 'program': 'W!k{l}W!y{}'}"
90,edit-program,29,17.0,2017-11-10T12:23:51.689971Z,174330226,"{'task_session_id': 12, 'program': 'W!k{l}W!y{r}'}"
91,edit-program,29,17.0,2017-11-10T12:23:53.961917Z,565732463,"{'task_session_id': 12, 'program': 'W!k{l}W!y{r}W{}'}"
92,edit-program,29,17.0,2017-11-10T12:23:55.493644Z,299702600,"{'task_session_id': 12, 'program': 'W!k{l}W!y{r}W!b{}'}"
93,edit-program,29,17.0,2017-11-10T12:23:57.722353Z,568832312,"{'task_session_id': 12, 'program': 'W!k{l}W!y{r}W!b{f}'}"
94,run-program,29,17.0,2017-11-10T12:24:04.477225Z,574540586,"{'task_session_id': 12, 'program': 'W!k{l}W!y{r}W!b{f}', 'correct': True}"
95,start-task,29,8.0,2017-11-10T12:24:07.604950Z,687700414,{'task_session_id': 13}
96,edit-program,29,8.0,2017-11-10T12:24:12.156136Z,242162311,"{'task_session_id': 13, 'program': 'r'}"
97,edit-program,29,8.0,2017-11-10T12:24:14.551068Z,142378773,"{'task_session_id': 13, 'program': 'rs'}"
98,edit-program,29,8.0,2017-11-10T12:24:16.034308Z,629247032,"{'task_session_id': 13, 'program': 'rss'}"
99,edit-program,29,8.0,2017-11-10T12:24:18.617851Z,714498845,"{'task_session_id': 13, 'program': 'rssf'}"
100,edit-program,29,8.0,2017-11-10T12:24:20.763012Z,90367069,"{'task_session_id': 13, 'program': 'rssff'}"
101,run-program,29,8.0,2017-11-10T12:24:24.996562Z,713355061,"{'task_session_id': 13, 'program': 'rssff', 'correct': True}"
102,start-task,29,38.0,2017-11-10T12:25:55.414679Z,196082196,{'task_session_id': 14}
103,start-task,381,51.0,2017-11-11T16:18:59.621596Z,1069817256,{'task_session_id': 15}
104,start-task,584,2.0,2017-11-12T08:33:42.644111Z,107031775,{'task_session_id': 16}
105,watch-instruction,584,,2017-11-12T08:34:01.404795Z,466855534,{'instruction': 'env.space-world'}
106,watch-instruction,584,,2017-11-12T08:34:09.545563Z,567350960,{'instruction': 'env.toolbox'}
107,watch-instruction,584,,2017-11-12T08:34:24.456673Z,63251511,{'instruction': 'env.snapping'}
108,watch-instruction,584,,2017-11-12T08:34:29.159239Z,228988232,{'instruction': 'env.controls'}
109,watch-instruction,584,,2017-11-12T08:34:34.870874Z,504617184,{'instruction': 'object.asteroid'}
110,watch-instruction,584,,2017-11-12T08:34:52.980913Z,87003774,{'instruction': 'object.meteoroid'}
111,watch-instruction,584,,2017-11-12T08:34:57.826023Z,577427767,{'instruction': 'block.fly'}
112,edit-program,584,2.0,2017-11-12T08:35:19.358672Z,1049823885,"{'task_session_id': 16, 'program': 'l'}"
113,run-program,584,2.0,2017-11-12T08:35:26.949435Z,90310771,"{'task_session_id': 16, 'program': 'l', 'correct': False}"
114,edit-program,584,2.0,2017-11-12T08:35:56.383640Z,923296195,"{'task_session_id': 16, 'program': 'lr'}"
115,edit-program,584,2.0,2017-11-12T08:36:00.372842Z,145180306,"{'task_session_id': 16, 'program': 'lrf'}"
116,run-program,584,2.0,2017-11-12T08:36:08.377824Z,937593815,"{'task_session_id': 16, 'program': 'lrf', 'correct': True}"
117,start-task,584,31.0,2017-11-12T08:36:17.799775Z,691182772,{'task_session_id': 17}
118,watch-instruction,584,,2017-11-12T08:36:21.843101Z,766811497,{'instruction': 'object.diamond'}
119,watch-instruction,584,,2017-11-12T08:36:28.406707Z,185624597,{'instruction': 'diamonds-status'}
120,edit-program,584,31.0,2017-11-12T08:36:35.298820Z,808130624,"{'task_session_id': 17, 'program': 'f'}"
121,edit-program,584,31.0,2017-11-12T08:36:41.406432Z,172920826,"{'task_session_id': 17, 'program': 'fr'}"
122,edit-program,584,31.0,2017-11-12T08:36:43.856102Z,785853517,"{'task_session_id': 17, 'program': 'frr'}"
123,edit-program,584,31.0,2017-11-12T08:36:53.701069Z,372960318,"{'task_session_id': 17, 'program': ''}"
124,edit-program,584,31.0,2017-11-12T08:36:54.940123Z,713630543,"{'task_session_id': 17, 'program': 'frr'}"
125,edit-program,584,31.0,2017-11-12T08:36:55.826404Z,70094393,"{'task_session_id': 17, 'program': 'f'}"
126,edit-program,584,31.0,2017-11-12T08:36:57.153262Z,68717483,"{'task_session_id': 17, 'program': ''}"
127,edit-program,584,31.0,2017-11-12T08:37:00.744615Z,533676625,"{'task_session_id': 17, 'program': 'rr'}"
128,edit-program,584,31.0,2017-11-12T08:37:10.414157Z,572331863,"{'task_session_id': 17, 'program': 'rrf'}"
129,edit-program,584,31.0,2017-11-12T08:37:14.418755Z,117914111,"{'task_session_id': 17, 'program': 'rrff'}"
130,run-program,584,31.0,2017-11-12T08:37:19.210579Z,218910714,"{'task_session_id': 17, 'program': 'rrff', 'correct': True}"
131,start-task,584,12.0,2017-11-12T08:37:31.849287Z,249663119,{'task_session_id': 18}
132,watch-instruction,584,,2017-11-12T08:37:39.854947Z,461897638,{'instruction': 'object.wormhole'}
133,watch-instruction,584,,2017-11-12T08:37:49.311179Z,216050686,{'instruction': 'block.shoot'}
134,edit-program,584,12.0,2017-11-12T08:38:02.672908Z,166980898,"{'task_session_id': 18, 'program': 'r'}"
135,edit-program,584,12.0,2017-11-12T08:38:05.030659Z,360313262,"{'task_session_id': 18, 'program': 'rr'}"
136,edit-program,584,12.0,2017-11-12T08:38:11.886180Z,3351521,"{'task_session_id': 18, 'program': 'rrf'}"
137,edit-program,584,12.0,2017-11-12T08:38:14.703289Z,199034795,"{'task_session_id': 18, 'program': 'rrff'}"
138,run-program,584,12.0,2017-11-12T08:38:19.457572Z,56847251,"{'task_session_id': 18, 'program': 'rrff', 'correct': True}"
139,start-task,584,8.0,2017-11-12T08:38:23.750598Z,635501652,{'task_session_id': 19}
140,edit-program,584,8.0,2017-11-12T08:38:34.457360Z,781034415,"{'task_session_id': 19, 'program': 'f'}"
141,edit-program,584,8.0,2017-11-12T08:38:39.763038Z,660947059,"{'task_session_id': 19, 'program': 'ff'}"
142,edit-program,584,8.0,2017-11-12T08:38:42.659299Z,714295234,"{'task_session_id': 19, 'program': 'ffs'}"
143,edit-program,584,8.0,2017-11-12T08:38:44.747143Z,592164500,"{'task_session_id': 19, 'program': 'ffss'}"
144,edit-program,584,8.0,2017-11-12T08:38:47.925704Z,989973454,"{'task_session_id': 19, 'program': 'ffssf'}"
145,run-program,584,8.0,2017-11-12T08:38:57.596664Z,214109870,"{'task_session_id': 19, 'program': 'ffssf', 'correct': False}"
146,edit-program,584,8.0,2017-11-12T08:39:03.728601Z,778270558,"{'task_session_id': 19, 'program': 'f'}"
147,edit-program,584,8.0,2017-11-12T08:39:04.800407Z,492530377,"{'task_session_id': 19, 'program': ''}"
148,edit-program,584,8.0,2017-11-12T08:39:09.595497Z,420882445,"{'task_session_id': 19, 'program': 'r'}"
149,edit-program,584,8.0,2017-11-12T08:39:10.994786Z,56547752,"{'task_session_id': 19, 'program': 'rfssf'}"
150,run-program,584,8.0,2017-11-12T08:39:16.960016Z,741555340,"{'task_session_id': 19, 'program': 'rfssf', 'correct': True}"
151,start-task,584,6.0,2017-11-12T08:39:19.887903Z,30648066,{'task_session_id': 20}
152,edit-program,584,6.0,2017-11-12T08:39:32.379378Z,827868134,"{'task_session_id': 20, 'program': 'r'}"
153,edit-program,584,6.0,2017-11-12T08:39:36.926617Z,395961789,"{'task_session_id': 20, 'program': 'rf'}"
154,edit-program,584,6.0,2017-11-12T08:39:43.561771Z,417554923,"{'task_session_id': 20, 'program': 'rfl'}"
155,edit-program,584,6.0,2017-11-12T08:39:46.224519Z,179503365,"{'task_session_id': 20, 'program': 'rfll'}"
156,edit-program,584,6.0,2017-11-12T08:39:51.580457Z,114519446,"{'task_session_id': 20, 'program': 'rfllf'}"
157,edit-program,584,6.0,2017-11-12T08:40:20.139196Z,226361330,"{'task_session_id': 20, 'program': 'rfllfs'}"
158,edit-program,584,6.0,2017-11-12T08:40:25.753913Z,766288860,"{'task_session_id': 20, 'program': 'rfllf'}"
159,edit-program,584,6.0,2017-11-12T08:40:27.010498Z,731199767,"{'task_session_id': 20, 'program': ''}"
160,edit-program,584,6.0,2017-11-12T08:40:29.951313Z,1054481352,"{'task_session_id': 20, 'program': 's'}"
161,edit-program,584,6.0,2017-11-12T08:40:31.557360Z,359844325,"{'task_session_id': 20, 'program': 'srfllf'}"
162,run-program,584,6.0,2017-11-12T08:40:41.293148Z,42512207,"{'task_session_id': 20, 'program': 'srfllf', 'correct': False}"
163,edit-program,584,6.0,2017-11-12T08:41:13.126684Z,407853394,"{'task_session_id': 20, 'program': 'sr'}"
164,edit-program,584,6.0,2017-11-12T08:41:18.528630Z,593561610,"{'task_session_id': 20, 'program': 'srllf'}"
165,edit-program,584,6.0,2017-11-12T08:41:31.485645Z,154560530,"{'task_session_id': 20, 'program': 'srllfr'}"
166,edit-program,584,6.0,2017-11-12T08:41:39.910274Z,854972364,"{'task_session_id': 20, 'program': 'srllfrs'}"
167,edit-program,584,6.0,2017-11-12T08:41:41.881215Z,131011540,"{'task_session_id': 20, 'program': 'srllfrss'}"
168,edit-program,584,6.0,2017-11-12T08:41:47.855462Z,572869247,"{'task_session_id': 20, 'program': 'srllfrssf'}"
169,run-program,584,6.0,2017-11-12T08:41:55.541938Z,561713928,"{'task_session_id': 20, 'program': 'srllfrssf', 'correct': True}"
170,start-task,584,13.0,2017-11-12T08:42:03.350714Z,1049836183,{'task_session_id': 21}
171,watch-instruction,584,,2017-11-12T08:42:15.367604Z,649893943,{'instruction': 'length-limit'}
172,watch-instruction,584,,2017-11-12T08:42:34.048572Z,196020954,{'instruction': 'block.repeat'}
173,edit-program,584,13.0,2017-11-12T08:42:51.942373Z,910029731,"{'task_session_id': 21, 'program': 'R4{}'}"
174,edit-program,584,13.0,2017-11-12T08:42:55.233311Z,163379872,"{'task_session_id': 21, 'program': 'R4{f}'}"
175,edit-program,584,13.0,2017-11-12T08:43:22.707523Z,235719344,"{'task_session_id': 21, 'program': 'R4{f}r'}"
176,run-program,584,13.0,2017-11-12T08:43:41.924485Z,916514868,"{'task_session_id': 21, 'program': 'R4{f}r', 'correct': False}"
177,edit-program,584,13.0,2017-11-12T08:44:23.125068Z,193508877,"{'task_session_id': 21, 'program': 'R4{f}'}"
178,edit-program,584,13.0,2017-11-12T08:44:41.345820Z,427311021,"{'task_session_id': 21, 'program': 'R4{f}R3{}'}"
179,edit-program,584,13.0,2017-11-12T08:44:45.881091Z,28621120,"{'task_session_id': 21, 'program': 'R4{f}R3{l}'}"
180,edit-program,584,13.0,2017-11-12T08:45:02.380801Z,864585577,"{'task_session_id': 21, 'program': 'R4{f}R3{l}R4{}'}"
181,edit-program,584,13.0,2017-11-12T08:45:11.513971Z,940617143,"{'task_session_id': 21, 'program': 'R4{f}R3{l}R4{f}'}"
182,run-program,584,13.0,2017-11-12T08:45:26.226632Z,742080739,"{'task_session_id': 21, 'program': 'R4{f}R3{l}R4{f}', 'correct': True}"
183,start-task,584,23.0,2017-11-12T08:45:31.360772Z,20120308,{'task_session_id': 22}
184,edit-program,584,23.0,2017-11-12T08:46:12.047304Z,671411087,"{'task_session_id': 22, 'program': 'l'}"
185,edit-program,584,23.0,2017-11-12T08:46:16.867544Z,760250847,"{'task_session_id': 22, 'program': 'ls'}"
186,edit-program,584,23.0,2017-11-12T08:46:23.224934Z,382739027,"{'task_session_id': 22, 'program': 'lsr'}"
187,edit-program,584,23.0,2017-11-12T08:46:25.172868Z,47341937,"{'task_session_id': 22, 'program': 'lsrr'}"
188,edit-program,584,23.0,2017-11-12T08:46:32.872159Z,520895011,"{'task_session_id': 22, 'program': 'lsrrl'}"
189,edit-program,584,23.0,2017-11-12T08:46:35.352068Z,524731689,"{'task_session_id': 22, 'program': 'lsrrll'}"
190,edit-program,584,23.0,2017-11-12T08:46:39.728132Z,786572684,"{'task_session_id': 22, 'program': 'lsrrlll'}"
191,run-program,584,23.0,2017-11-12T08:46:59.775760Z,870379656,"{'task_session_id': 22, 'program': 'lsrrlll', 'correct': True}"
192,start-task,584,21.0,2017-11-12T08:47:03.998454Z,1018470720,{'task_session_id': 23}
193,edit-program,584,21.0,2017-11-12T08:47:52.701915Z,190961232,"{'task_session_id': 23, 'program': 'f'}"
194,edit-program,584,21.0,2017-11-12T08:47:55.366876Z,1018825454,"{'task_session_id': 23, 'program': 'fR2{}'}"
195,edit-program,584,21.0,2017-11-12T08:48:04.607313Z,578357124,"{'task_session_id': 23, 'program': 'fR4{}'}"
196,edit-program,584,21.0,2017-11-12T08:48:08.569355Z,214267321,"{'task_session_id': 23, 'program': 'fR4{r}'}"
197,edit-program,584,21.0,2017-11-12T08:48:13.640273Z,399164175,"{'task_session_id': 23, 'program': 'fR4{r}f'}"
198,run-program,584,21.0,2017-11-12T08:48:20.639988Z,425591506,"{'task_session_id': 23, 'program': 'fR4{r}f', 'correct': True}"
199,start-task,584,3.0,2017-11-12T08:48:30.175018Z,1017896546,{'task_session_id': 24}
200,watch-instruction,584,,2017-11-12T08:48:39.916560Z,782004278,{'instruction': 'block.while'}
201,watch-instruction,584,,2017-11-12T08:48:45.173084Z,845770207,{'instruction': 'block.color'}
202,edit-program,584,3.0,2017-11-12T08:49:17.379915Z,206648324,"{'task_session_id': 24, 'program': 'W{}'}"
203,edit-program,584,3.0,2017-11-12T08:49:27.656182Z,306524711,"{'task_session_id': 24, 'program': 'W!b{}'}"
204,edit-program,584,3.0,2017-11-12T08:49:39.399085Z,936627109,"{'task_session_id': 24, 'program': 'W!b{l}'}"
205,edit-program,584,3.0,2017-11-12T08:49:42.742070Z,880700105,"{'task_session_id': 24, 'program': 'W!b{lr}'}"
206,run-program,584,3.0,2017-11-12T08:49:52.163007Z,848352671,"{'task_session_id': 24, 'program': 'W!b{lr}', 'correct': True}"
207,start-task,584,53.0,2017-11-12T08:49:58.727440Z,405880798,{'task_session_id': 25}
208,edit-program,584,53.0,2017-11-12T08:50:12.029643Z,387384361,"{'task_session_id': 25, 'program': 'W{}'}"
209,edit-program,584,53.0,2017-11-12T08:50:15.512575Z,792828579,"{'task_session_id': 25, 'program': 'W!b{}'}"
210,edit-program,584,53.0,2017-11-12T08:50:20.743028Z,647225494,"{'task_session_id': 25, 'program': 'W!b{f}'}"
211,run-program,584,53.0,2017-11-12T08:50:34.289066Z,482341918,"{'task_session_id': 25, 'program': 'W!b{f}', 'correct': True}"
212,start-task,584,17.0,2017-11-12T08:50:37.697585Z,415276994,{'task_session_id': 26}
213,edit-program,584,17.0,2017-11-12T08:51:15.453911Z,437639663,"{'task_session_id': 26, 'program': 'W{}'}"
214,edit-program,584,17.0,2017-11-12T08:51:22.864823Z,18811923,"{'task_session_id': 26, 'program': 'Wr{}'}"
215,edit-program,584,17.0,2017-11-12T08:51:33.611797Z,795811669,"{'task_session_id': 26, 'program': 'Wr{l}'}"
216,edit-program,584,17.0,2017-11-12T08:52:42.678232Z,1042379892,"{'task_session_id': 26, 'program': 'Wr{l}W{}'}"
217,edit-program,584,17.0,2017-11-12T08:52:45.751209Z,654920945,"{'task_session_id': 26, 'program': 'Wr{l}W!y{}'}"
218,edit-program,584,17.0,2017-11-12T08:52:49.918234Z,911192857,"{'task_session_id': 26, 'program': 'Wr{l}W!y{r}'}"
219,edit-program,584,17.0,2017-11-12T08:53:05.355874Z,346544692,"{'task_session_id': 26, 'program': 'Wr{l}W!y{r}f'}"
220,edit-program,584,17.0,2017-11-12T08:53:09.208631Z,38538526,"{'task_session_id': 26, 'program': 'Wr{l}W!y{r}ff'}"
221,run-program,584,17.0,2017-11-12T08:53:19.585630Z,21407399,"{'task_session_id': 26, 'program': 'Wr{l}W!y{r}ff', 'correct': True}"
222,start-task,584,50.0,2017-11-12T08:53:25.958273Z,436083900,{'task_session_id': 27}
223,edit-program,584,50.0,2017-11-12T08:54:47.684844Z,287625305,"{'task_session_id': 27, 'program': 'R2{}'}"
224,edit-program,584,50.0,2017-11-12T08:54:56.743490Z,637568140,"{'task_session_id': 27, 'program': 'R4{}'}"
225,edit-program,584,50.0,2017-11-12T08:55:11.790820Z,477757520,"{'task_session_id': 27, 'program': 'R4{f}'}"
226,edit-program,584,50.0,2017-11-12T08:55:50.913445Z,1006441455,"{'task_session_id': 27, 'program': 'R4{f}R4{}'}"
227,edit-program,584,50.0,2017-11-12T08:56:00.256199Z,108301198,"{'task_session_id': 27, 'program': 'R4{f}R4{r}'}"
228,edit-program,584,50.0,2017-11-12T08:56:02.836627Z,195673837,"{'task_session_id': 27, 'program': 'R4{}R4{r}'}"
229,edit-program,584,50.0,2017-11-12T08:56:11.028830Z,891342655,"{'task_session_id': 27, 'program': 'R4{l}R4{r}'}"
230,edit-program,584,50.0,2017-11-12T08:56:37.700549Z,501986741,"{'task_session_id': 27, 'program': 'R4{l}R4{rW{}}'}"
231,edit-program,584,50.0,2017-11-12T08:56:40.255663Z,484740951,"{'task_session_id': 27, 'program': 'R4{l}R4{r}'}"
232,edit-program,584,50.0,2017-11-12T08:56:41.644799Z,860219762,"{'task_session_id': 27, 'program': 'R4{l}R4{r}W{}'}"
233,edit-program,584,50.0,2017-11-12T08:56:43.016385Z,1043696580,"{'task_session_id': 27, 'program': 'R4{l}R4{r}'}"
234,edit-program,584,50.0,2017-11-12T08:57:10.213633Z,252165090,"{'task_session_id': 27, 'program': ''}"
235,edit-program,584,50.0,2017-11-12T08:57:14.935582Z,596365672,"{'task_session_id': 27, 'program': 'R2{R4{l}R4{r}}'}"
236,run-program,584,50.0,2017-11-12T08:57:36.034834Z,989494998,"{'task_session_id': 27, 'program': 'R2{R4{l}R4{r}}', 'correct': True}"
237,start-task,584,41.0,2017-11-12T08:57:39.744418Z,445292870,{'task_session_id': 28}
