user,game,step,time,correct,code,trace
2296,1,6,287,False,rRbLr2_F_1|_FbRr1_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2296,1,7,2,True,rRbLr2_F_1|_FbRr1_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2309,1,1,58,False,_FbLrRr2_1|_FbR_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2309,1,2,13,True,_FbLrRr2_1|_FbR_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2310,1,1,76,False,_FbLrR_1|||||,"{(5, 9), (7, 12), (2, 8), (9, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (9, 11), (7, 10), (8, 6), (9, 7), (2, 6), (5, 11), (4, 5), (2, 10), (9, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (8, 12), (5, 7), (2, 11), (9, 9), (7, 8), (9, 12)}"
2310,1,2,58,False,_FbL_1|||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2310,1,3,154,False,_FbLrRrR_1|||||,"{(5, 9), (2, 8), (4, 12), (2, 12), (2, 5), (8, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2310,1,4,23,False,_FbLrRrR_1|gL||||,"{(5, 9), (2, 8), (4, 12), (2, 12), (2, 5), (8, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2310,1,5,28,False,_FbLrRrRg1|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2311,1,1,14,False,_FbL|||||,"{(5, 7), (5, 8)}"
2311,1,2,9,False,_Fg1bL|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2311,1,3,12,False,_Fg1bLgF_2|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2312,1,1,27,False,gF_1bL|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2312,1,2,6,False,gF_1bLbF|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2312,1,3,5,False,gF_1bRbF|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2315,1,1,22,False,_Fg1bL_1|||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2315,1,2,70,False,_Fg1bL_1r2|||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2315,1,3,32,False,gFg1bL_1r2|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2315,1,4,27,False,_Fg1bL_1r2|||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2315,1,5,13,False,_Fg1bL_1r2|_F_F_F||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2315,1,6,30,False,_Fg1bLr2_1|_F_F_F||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2315,1,7,46,False,_Fg1bLr2_1|||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2315,1,8,20,False,_Fg1bLr2_1|_L||||,"{(5, 9), (2, 8), (4, 12), (2, 12), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (5, 10), (3, 12), (5, 7), (2, 11)}"
2315,1,9,24,False,_Fg1bLr2_1|_Fg2bR||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (2, 3), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8), (2, 4)}"
2315,1,10,13,False,_Fg1bLr2_1|_F_2bR||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2315,1,11,19,False,_Fg1bLr2_1|_FbR_2||||,"{(5, 9), (7, 12), (2, 8), (9, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (9, 11), (7, 10), (8, 6), (9, 7), (2, 6), (5, 11), (4, 5), (2, 10), (9, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (8, 12), (5, 7), (2, 11), (9, 9), (7, 8), (9, 12)}"
2315,1,12,52,False,_Fg1bLr2_1|_F_R_2||||,"{(5, 9), (2, 8), (7, 7), (4, 12), (2, 12), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (8, 7), (6, 5), (3, 5), (2, 7), (5, 10), (3, 12), (5, 7), (2, 11)}"
2315,1,13,17,False,_Fg1bLr2_1|_FbR_2||||,"{(5, 9), (7, 12), (2, 8), (9, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (9, 11), (7, 10), (8, 6), (9, 7), (2, 6), (5, 11), (4, 5), (2, 10), (9, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (8, 12), (5, 7), (2, 11), (9, 9), (7, 8), (9, 12)}"
2315,1,14,57,False,_Fg1bLr2_1|_FbFbR_2||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2315,1,15,34,False,_Fg1bLr2_1|_FbR_2||||,"{(5, 9), (7, 12), (2, 8), (9, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (9, 11), (7, 10), (8, 6), (9, 7), (2, 6), (5, 11), (4, 5), (2, 10), (9, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (8, 12), (5, 7), (2, 11), (9, 9), (7, 8), (9, 12)}"
2315,1,16,59,False,_Fg1bLr2_1|_FbRbF_2||||,"{(5, 9), (7, 12), (2, 8), (9, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (9, 11), (7, 10), (8, 6), (9, 7), (2, 6), (5, 11), (4, 5), (2, 10), (9, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (8, 12), (5, 7), (2, 11), (9, 9), (7, 8), (9, 12)}"
2315,1,17,36,False,_Fg1bLr2_1|_FbFbR_2||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2315,1,18,23,False,_Fg1bLr2_1|||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2315,1,19,64,False,_Fg1bLr2_1|rR_FbR_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2315,1,20,3,True,_Fg1bLr2_1|rR_FbR_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2316,1,1,33,False,_FbLrFbR|||||,"{(5, 7), (5, 8)}"
2316,1,2,4,False,_FbLrFbR_1|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2316,2,1,24,False,gFbLr1|||||,"{(5, 7), (5, 8)}"
2316,2,2,7,False,gFbLg1|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2316,2,3,5,False,gFbL_1|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2316,2,4,8,False,_FbL_1|||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2316,3,1,14,False,_FbL_1|||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2316,4,1,15,False,_FbL_2|_1||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2316,4,2,13,False,_FbLrR_2|_1||||,"{(5, 9), (7, 12), (2, 8), (9, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (9, 11), (7, 10), (8, 6), (9, 7), (2, 6), (5, 11), (4, 5), (2, 10), (9, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (8, 12), (5, 7), (2, 11), (9, 9), (7, 8), (9, 12)}"
2316,4,3,48,False,_FbLrRrF_2|_1||||,"{(5, 9), (7, 12), (2, 8), (9, 8), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (9, 11), (7, 10), (8, 6), (9, 7), (2, 6), (5, 11), (4, 5), (2, 10), (9, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (8, 12), (5, 7), (2, 11), (9, 9), (7, 8), (9, 12)}"
2316,4,4,20,False,_FbLrR_F_2|rL_1||||,"{(5, 9), (5, 10), (3, 12), (5, 11), (5, 12), (5, 7), (4, 12), (2, 12), (5, 8)}"
2316,4,5,108,False,_FbLrRgF_2|rL_1||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2316,4,6,10,False,gFbLrR_F_2|rL_1||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2316,4,7,12,False,gFbLrRrF_2|rL_1||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2316,4,8,8,False,_FbLrRrF_2|rL_1||||,"{(5, 9), (2, 8), (9, 8), (4, 12), (2, 12), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (9, 11), (8, 6), (9, 7), (2, 6), (5, 11), (4, 5), (2, 10), (9, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (5, 10), (3, 12), (8, 12), (5, 7), (2, 11), (9, 9), (9, 12)}"
2316,4,9,54,False,_FbLbF_2|rL_1||||,"{(5, 9), (2, 8), (4, 12), (2, 12), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (5, 10), (3, 12), (5, 7), (2, 11)}"
2319,1,1,33,False,_F_1b2_L_F|_F_Fb2_L||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2319,1,2,58,False,_L_F_F_L_F|_F_LbF_L||||,"{(3, 7), (4, 7), (5, 7), (3, 6)}"
2319,1,3,5,False,_L_F_F_L_F|_F_LbF||||,"{(3, 7), (4, 7), (5, 7), (3, 6)}"
2319,2,1,11,False,|_F||||,"{(5, 7)}"
2319,2,2,6,False,|_F_2||||,"{(5, 7)}"
2319,2,3,10,False,_F_1|_F_2||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2319,2,4,23,False,_FbRbR|_F_2||||,"{(5, 7), (5, 8)}"
2319,2,5,10,False,_F_1bR|_F_2||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2319,2,6,9,False,_F_1bR_F|_F_2||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2319,2,7,10,False,_F_1bRgF|_F_2||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2319,2,8,11,False,_F_1bRgF|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2319,2,9,8,False,_F_1bLgF|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2319,2,10,21,False,_F_1bLgF_1|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2322,1,1,47,False,_FbL_2_F_L|_F_F_F_F||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2322,1,2,9,False,bL_2_F_L|_F_F_F_F||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2322,1,3,14,False,bLg2_F_L|_F_F_F_F||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2322,1,4,12,False,bL_F_F_L|_F_F_F_F||||,"{(5, 9), (5, 7), (5, 8)}"
2322,1,5,18,False,_2bL_F_F_2|_F_F_F_F||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2322,1,6,97,False,_2|_FbL_F_F||||,"{(5, 9), (5, 7), (5, 10), (5, 8)}"
2322,1,7,11,False,_2|_FbL||||,"{(5, 7), (5, 8)}"
2322,1,8,39,False,_2|_F_F_F_F||||,"{(5, 9), (5, 7), (5, 10), (5, 8), (5, 11)}"
2322,1,9,21,False,b1_F_F|_F_F_F_F||||,"{(5, 9), (5, 7), (5, 8)}"
2322,1,10,10,False,b2_F_F|_F_F_F_F||||,"{(5, 9), (5, 7), (5, 8)}"
2322,1,11,22,False,_2_F_F|_F_F_F_F||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2322,1,12,16,False,_2bL_2|_F_F_F_F||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2322,1,13,12,False,_2bL|_F_F_F_F||||,"{(5, 9), (5, 7), (5, 10), (5, 8), (5, 11)}"
2322,1,14,9,False,_2_L|_F_F_F_F||||,"{(5, 9), (5, 7), (5, 10), (5, 8), (5, 11)}"
2322,1,15,9,False,_2_FbL|_F_F_F_F||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2323,1,1,46,False,_FbLrR_2_1|_FbR_2||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2323,1,2,15,False,_FbLrRr2_1|_FbR_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2323,1,3,3,True,_FbLrRr2_1|_FbR_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2325,1,1,41,False,_FbL_1|||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2325,1,2,72,False,_FbLr2_1|_R_FbR_2||||,"{(5, 9), (2, 8), (4, 12), (2, 12), (2, 5), (8, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (5, 10), (3, 12), (5, 7), (2, 11)}"
2325,1,3,34,False,_FbLr2_1|rR_FbR_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2325,1,4,3,True,_FbLr2_1|rR_FbR_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2326,1,1,54,False,_FbLrRr2_1|_FbR||||,"{(5, 9), (7, 12), (2, 8), (9, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (9, 11), (7, 10), (8, 6), (9, 7), (2, 6), (5, 11), (4, 5), (2, 10), (9, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (8, 12), (5, 7), (2, 11), (9, 9), (7, 8), (9, 12)}"
2326,1,2,18,False,_FbLrRr2_1|_FbR_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2326,1,3,2,True,_FbLrRr2_1|_FbR_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2329,1,1,53,False,_FbLrRr2_1|_FbR_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2329,1,2,3,True,_FbLrRr2_1|_FbR_2||||,"{(5, 9), (7, 3), (2, 8), (4, 12), (2, 12), (9, 4), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (8, 6), (2, 6), (5, 11), (4, 5), (9, 3), (2, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (8, 3), (5, 10), (3, 12), (5, 7), (2, 11), (9, 5)}"
2331,1,1,28,False,_L_F_1_1|||||,"{(4, 7), (5, 7)}"
2331,1,2,4,False,_L_F_1|||||,"{(4, 7), (5, 7)}"
2331,1,3,19,False,_F_1|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2331,1,4,5,False,_FbL_1|||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2331,1,5,10,False,_FbLrR_1|||||,"{(5, 9), (7, 12), (2, 8), (9, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (9, 11), (7, 10), (8, 6), (9, 7), (2, 6), (5, 11), (4, 5), (2, 10), (9, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (8, 12), (5, 7), (2, 11), (9, 9), (7, 8), (9, 12)}"
2331,1,6,12,False,_FbLrRbR_1|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2331,2,1,6,False,_F_1|||||,"{(5, 9), (5, 10), (5, 11), (5, 12), (5, 7), (5, 8)}"
2331,2,2,9,False,_FbL_1|||||,"{(5, 9), (7, 12), (2, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (7, 10), (2, 6), (5, 11), (4, 5), (2, 10), (7, 5), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (5, 7), (2, 11), (7, 8)}"
2331,2,3,10,False,_FbLrR_1|||||,"{(5, 9), (7, 12), (2, 8), (9, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (9, 11), (7, 10), (8, 6), (9, 7), (2, 6), (5, 11), (4, 5), (2, 10), (9, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (8, 12), (5, 7), (2, 11), (9, 9), (7, 8), (9, 12)}"
2331,2,4,23,False,_FbLrR_1_2|bR_F_F_2||||,"{(5, 9), (7, 12), (2, 8), (9, 8), (7, 7), (4, 12), (2, 12), (7, 11), (2, 5), (5, 8), (5, 5), (2, 9), (5, 12), (7, 6), (9, 11), (7, 10), (8, 6), (9, 7), (2, 6), (5, 11), (4, 5), (2, 10), (9, 10), (7, 5), (9, 6), (6, 5), (3, 5), (2, 7), (7, 9), (5, 10), (3, 12), (8, 12), (5, 7), (2, 11), (9, 9), (7, 8), (9, 12)}"
