"task_instance_id","student_id","task_id","time_start","time_end","time_spent","solved","given_up","attempts","solution_size","reported_flow","instructions_ids","session_id","session_order"
40,6,24,"2016-06-30 15:14:03.391578","2016-06-30 15:14:30.390267",27,True,False,1,7,"EASY","[]",11,11
31,6,53,"2016-06-30 14:53:24.448441","2016-06-30 14:53:58.465717",34,True,False,1,9,"EASY","[]",10,10
15,6,51,"2016-06-30 14:22:09.709457","2016-06-30 14:23:20.112196",70,True,False,1,8,"EASY","[17, 18, 7]",7,7
16,6,19,"2016-06-30 14:23:23.526920","2016-06-30 14:23:42.132548",19,True,False,1,4,"EASY","[]",7,7
21,8,2,"2016-06-30 14:42:32.106842","2016-06-30 14:43:38.930083",67,True,False,2,7,"RIGHT","[2]",9,9
41,6,18,"2016-06-30 15:14:32.759646","2016-06-30 15:14:48.256828",16,True,False,1,4,"EASY","[]",11,11
57,2,16,"2016-07-02 03:33:19.288370","2016-07-02 03:34:35.363635",76,True,False,1,7,"UNKNOWN","[16, 3]",15,15
32,6,43,"2016-06-30 14:54:00.062844","2016-06-30 14:56:22.415202",142,True,False,4,12,"EASY","[9, 10]",10,10
19,6,37,"2016-06-30 14:41:13.406971","2016-06-30 14:45:15.329767",242,True,False,10,15,"EASY","[19]",7,7
49,6,28,"2016-06-30 15:30:19.164606","2016-06-30 15:30:59.887843",41,True,False,1,7,"EASY","[]",13,13
42,6,20,"2016-06-30 15:14:54.435585","2016-06-30 15:16:02.902776",68,True,False,2,8,"EASY","[]",12,12
33,6,15,"2016-06-30 14:56:29.220111","2016-06-30 14:58:33.833291",125,True,False,2,7,"EASY","[]",10,10
23,6,22,"2016-06-30 14:45:20.876431","2016-06-30 14:47:31.858976",131,True,False,5,7,"RIGHT","[8]",7,7
74,10,12,"2016-07-18 03:29:53.282395","",0,False,False,0,"","UNKNOWN","[]","",""
75,10,25,"2016-07-18 03:29:53.848684","",0,False,False,0,"","UNKNOWN","[]","",""
34,6,36,"2016-06-30 14:58:36.179669","2016-06-30 15:01:27.378517",171,True,False,3,9,"RIGHT","[]",10,10
43,6,45,"2016-06-30 15:16:04.643146","2016-06-30 15:19:01.688071",177,True,False,2,21,"RIGHT","[]",12,12
35,6,40,"2016-06-30 15:01:34.186493","2016-06-30 15:04:10.688950",96,True,False,1,10,"EASY","[]",11,11
24,6,47,"2016-06-30 14:47:33.745509","2016-06-30 14:48:58.266153",85,True,False,1,12,"EASY","[]",7,7
50,6,54,"2016-06-30 15:31:01.638736","2016-06-30 15:32:54.812643",113,True,False,1,15,"EASY","[]",13,13
22,8,16,"2016-06-30 14:43:44.016299","2016-06-30 14:50:06.697761",383,True,False,8,7,"RIGHT","[16, 3]",9,9
36,6,46,"2016-06-30 15:04:16.045244","2016-06-30 15:08:12.095599",236,True,False,1,10,"EASY","[]",11,11
25,6,29,"2016-06-30 14:49:00.095097","2016-06-30 14:51:50.446173",51,True,False,1,10,"EASY","[]",7,7
44,6,25,"2016-06-30 15:19:03.432965","2016-06-30 15:20:18.702695",75,True,False,1,7,"EASY","[]",12,12
58,9,56,"2016-07-04 07:27:16.475039","2016-07-04 07:27:38.935401",22,True,False,1,3,"EASY","[11, 13, 12, 1, 14, 15]",16,16
27,6,23,"2016-06-30 14:51:58.235597","2016-06-30 14:52:21.779077",24,True,False,1,6,"EASY","[]",10,10
51,6,27,"2016-06-30 15:32:56.587313","2016-06-30 15:33:23.469049",27,True,False,1,8,"EASY","[]",13,13
45,6,38,"2016-06-30 15:20:20.221578","2016-06-30 15:21:55.202308",95,True,False,2,14,"EASY","[]",12,12
37,6,30,"2016-06-30 15:08:16.815575","2016-06-30 15:12:12.964482",236,True,False,5,10,"RIGHT","[]",11,11
64,10,12,"2016-07-11 02:21:31.486371","2016-07-11 02:22:13.141153",42,True,False,1,7,"EASY","[]",17,17
52,6,50,"2016-06-30 15:33:25.080643","2016-06-30 15:34:19.077252",54,True,False,1,15,"EASY","[]",13,13
38,6,50,"2016-06-30 15:12:14.871236","2016-06-30 15:13:25.069164",70,True,False,1,15,"EASY","[]",11,11
65,10,16,"2016-07-11 02:22:15.626339","",0,False,False,0,"","UNKNOWN","[]",17,17
59,9,2,"2016-07-04 07:27:43.534920","2016-07-04 07:28:03.697826",20,True,False,1,7,"EASY","[2]",16,16
46,6,35,"2016-06-30 15:21:57.215275","2016-06-30 15:24:19.651326",142,True,False,5,20,"EASY","[]",12,12
53,6,42,"2016-06-30 15:34:25.970538","2016-06-30 15:35:13.743393",48,True,False,1,7,"EASY","[]",13,13
60,9,3,"2016-07-04 07:28:07.336895","",0,False,False,0,"","UNKNOWN","[]",16,16
47,6,44,"2016-06-30 15:24:26.204487","2016-06-30 15:28:47.683265",232,True,False,1,9,"EASY","[]",12,12
66,11,56,"2016-07-11 03:18:19.732859","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",18,18
54,6,39,"2016-06-30 15:35:15.563197","2016-06-30 15:35:50.667437",35,True,False,1,7,"EASY","[]",13,13
67,12,1,"2016-07-11 03:18:27.317360","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",19,19
61,10,1,"2016-07-11 02:18:17.701631","2016-07-11 02:20:08.715159",80,True,False,1,4,"EASY","[11, 13, 12, 1, 14, 15]",17,17
55,6,34,"2016-06-30 15:35:56.533124","2016-06-30 15:36:36.449455",40,True,False,1,12,"EASY","[]",13,13
56,6,22,"2016-06-30 15:36:40.498735","",0,False,False,0,"","UNKNOWN","[]",14,14
76,10,25,"2016-07-18 03:30:21.185412","",0,False,False,0,"","UNKNOWN","[]","",""
62,10,3,"2016-07-11 02:20:15.677089","2016-07-11 02:20:32.204184",16,True,False,1,6,"EASY","[2]",17,17
77,10,12,"2016-07-18 03:30:21.837006","",0,False,False,0,"","UNKNOWN","[]","",""
63,10,25,"2016-07-11 02:20:39.412258","2016-07-11 02:21:27.782341",49,True,False,1,7,"EASY","[16, 3]",17,17
68,13,56,"2016-07-15 03:51:30.138936","2016-07-15 04:15:22.136060",1431,True,False,2,3,"RIGHT","[11, 13, 12, 1, 14, 15]",20,20
69,13,2,"2016-07-15 04:15:26.778194","",0,False,False,0,"","UNKNOWN","[2]",20,20
70,14,56,"2016-07-15 15:02:44.506487","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",21,21
71,10,9,"2016-07-18 03:27:57.324357","",0,False,False,0,"","UNKNOWN","[]",22,22
72,10,1,"2016-07-18 03:29:45.687927","",0,False,False,0,"","UNKNOWN","[]","",""
73,10,3,"2016-07-18 03:29:52.585653","",0,False,False,0,"","UNKNOWN","[]","",""
78,15,1,"2016-07-18 03:44:06.939502","2016-07-18 03:44:29.318743",23,True,False,1,4,"UNKNOWN","[11, 13, 12, 1, 14, 15]",23,23
79,16,1,"2016-07-18 03:45:10.026502","2016-07-18 03:45:18.927546",9,False,True,0,"","VERY_DIFFICULT","[11, 13, 12, 1, 14, 15]",24,24
80,16,56,"2016-07-18 03:45:19.161148","2016-07-18 03:45:27.505320",9,False,True,0,"","VERY_DIFFICULT","[11, 13, 12, 1, 14, 15]",24,24
81,16,1,"2016-07-18 03:45:27.750204","2016-07-18 03:45:36.731751",9,False,True,0,"","VERY_DIFFICULT","[11, 13, 12, 1, 14, 15]",24,24
82,16,56,"2016-07-18 03:45:38.648856","2016-07-18 03:46:39.487952",61,False,True,0,"","VERY_DIFFICULT","[11, 13, 12, 1, 14, 15]",24,24
84,16,56,"2016-07-18 03:46:48.473478","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",24,24
83,16,1,"2016-07-18 03:46:39.740768","2016-07-18 03:46:48.214829",9,False,True,0,"","VERY_DIFFICULT","[11, 13, 12, 1, 14, 15]",24,24
85,14,56,"2016-07-18 07:53:36.409477","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",25,25
86,17,56,"2016-07-18 10:57:08.463838","2016-07-18 10:58:25.424068",77,True,False,1,3,"EASY","[11, 13, 12, 1, 14, 15]",26,26
87,17,3,"2016-07-18 10:58:33.733843","2016-07-18 10:58:52.878814",19,True,False,1,6,"RIGHT","[2]",26,26
115,27,23,"2016-07-24 15:50:57.925284","2016-07-24 15:52:41.163093",103,True,False,2,6,"EASY","[]",39,39
149,37,1,"2016-08-17 14:19:51.396977","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",66,66
88,17,26,"2016-07-18 10:59:02.029013","2016-07-18 11:01:29.428323",147,True,False,3,11,"DIFFICULT","[16, 3]",26,26
116,27,11,"2016-07-24 15:52:44.589153","2016-07-24 15:54:00.595991",76,True,False,2,7,"EASY","[]",39,39
89,17,20,"2016-07-18 11:01:33.558581","2016-07-18 11:02:02.779290",29,True,False,1,8,"EASY","[]",26,26
90,17,23,"2016-07-18 11:02:12.118721","",0,False,False,0,"","UNKNOWN","[]",26,26
92,19,56,"2016-07-20 07:34:53.217186","2016-07-20 07:36:13.969358",79,True,False,1,3,"UNKNOWN","[11, 13, 12, 1, 14, 15]",28,28
93,19,56,"2016-07-20 08:05:39.569598","",0,False,False,0,"","UNKNOWN","[]","",""
94,20,1,"2016-07-21 02:33:33.592408","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",29,29
95,21,56,"2016-07-21 02:47:32.456294","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",30,30
140,38,3,"2016-08-17 07:44:57.066848","2016-08-17 14:34:08.682856",22,True,False,1,6,"EASY","[]",58,58
96,22,56,"2016-07-21 02:49:15.418064","2016-07-21 02:50:41.521705",86,True,False,1,3,"EASY","[11, 13, 12, 1, 14, 15]",31,31
97,22,3,"2016-07-21 02:50:48.956532","",0,False,False,0,"","UNKNOWN","[2]",31,31
98,16,56,"2016-07-21 03:00:20.106345","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",32,32
117,27,25,"2016-07-24 15:54:02.915980","2016-07-24 15:55:07.305990",64,True,False,1,7,"EASY","[]",39,39
99,23,56,"2016-07-21 10:04:14.464047","2016-07-21 10:04:39.009362",24,True,False,1,3,"RIGHT","[11, 13, 12, 1, 14, 15]",33,33
118,27,37,"2016-07-24 15:55:22.451431","2016-07-24 15:57:40.178943",137,False,False,1,9,"UNKNOWN","[19, 4, 5, 6]",40,40
119,28,56,"2016-07-25 01:37:04.344281","",0,False,False,0,"","UNKNOWN","[11, 13, 12, 1, 14, 15]",41,41
100,23,3,"2016-07-21 10:04:46.586323","2016-07-21 10:08:32.303123",226,True,False,1,6,"RIGHT","[2]",33,33
101,23,11,"2016-07-21 10:08:40.312480","",0,False,False,0,"","UNKNOWN","[16, 3]",33,33
102,24,1,"2016-07-21 19:50:13.370271","2016-07-21 19:56:32.035334",377,False,False,1,1,"UNKNOWN","[11, 13, 12, 1, 14, 15]",34,34
